MSW93_Order	MSW93_Family	MSW93_Genus	MSW93_Species	MSW93_Binomial	1-1_ActivityCycle	5-1_AdultBodyMass_g	8-1_AdultForearmLen_mm	13-1_AdultHeadBodyLen_mm	2-1_AgeatEyeOpening_d	3-1_AgeatFirstBirth_d	18-1_BasalMetRate_mLO2hr	5-2_BasalMetRateMass_g	6-1_DietBreadth	7-1_DispersalAge_d	9-1_GestationLen_d	12-1_HabitatBreadth	22-1_HomeRange_km2	22-2_HomeRange_Indiv_km2	14-1_InterBirthInterval_d	15-1_LitterSize	16-1_LittersPerYear	17-1_MaxLongevity_m	5-3_NeonateBodyMass_g	13-2_NeonateHeadBodyLen_mm	21-1_PopulationDensity_n/km2	10-1_PopulationGrpSize	23-1_SexualMaturityAge_d	10-2_SocialGrpSize	24-1_TeatNumber	12-2_Terrestriality	6-2_TrophicLevel	25-1_WeaningAge_d	5-4_WeaningBodyMass_g	13-3_WeaningHeadBodyLen_mm	References	5-5_AdultBodyMass_g_EXT	16-2_LittersPerYear_EXT	5-6_NeonateBodyMass_g_EXT	5-7_WeaningBodyMass_g_EXT	26-1_GR_Area_km2	26-2_GR_MaxLat_dd	26-3_GR_MinLat_dd	26-4_GR_MRLat_dd	26-5_GR_MaxLong_dd	26-6_GR_MinLong_dd	26-7_GR_MRLong_dd	27-1_HuPopDen_Min_n/km2	27-2_HuPopDen_Mean_n/km2	27-3_HuPopDen_5p_n/km2	27-4_HuPopDen_Change	28-1_Precip_Mean_mm	28-2_Temp_Mean_01degC	30-1_AET_Mean_mm	30-2_PET_Mean_mm
Primates	Hominidae	Homo	sapiens	Homo sapiens	3	58700	-999	-999	-999	5292.5	-999	-999	-999	-999	274.78	-999	-999	-999	958.12	1	-999	1470	3190	-999	-999	-999	4842.27	-999	-999	-999	-999	721.15	9000	-999	543;1297;1544;1547;1577;1594;1611;1763;1767;2344;2493	-999	0.68	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Primates	Hylobatidae	Hylobates	agilis	Hylobates agilis	3	5860	-999	543.99	-999	-999	-999	-999	4	-999	-999	-999	0.19	0.19	-999	1.02	-999	528	-999	-999	11.8	-999	-999	4.2	-999	-999	2	-999	-999	-999	208;543;610;730;1544;1547;1848;2344;2453;2655;2660;2700;2986	-999	-999	-999	-999	299613	6.27	-5.94	0.16	114.12	99.08	106.6	6	62.22	12	0.13	241.52	256.2	1718.63	1762.47
Primates	Hylobatidae	Hylobates	concolor	Hylobates concolor	3	6430	-999	545	-999	3285	-999	-999	5	-999	205.87	1	1.07	1.05	821.25	1.01	-999	529.2	-999	-999	6.17	-999	2138.45	4	-999	2	2	631	-999	-999	543;1015;1297;1489;1544;1547;1733;1848;2344;2655;2660;2986	-999	0.73	-999	-999	206316	25.32	18.5	21.91	110.21	98.95	104.58	9	170.01	17	0.09	119.42	177.94	1073.26	1288.95
Primates	Hylobatidae	Hylobates	gabriellae	Hylobates gabriellae	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	2660	-999	-999	-999	-999	172735	19.77	9.61	14.69	109.28	104.87	107.08	2	180.39	9	0.13	170.54	237.82	1209.76	1485.69
Primates	Hylobatidae	Hylobates	hoolock	Hylobates hoolock	3	6700	-999	547.49	-999	-999	-999	-999	5	-999	232.49	1	0.16	0.16	-999	1.01	-999	-999	-999	-999	7	-999	2346.72	3.2	-999	2	2	631	-999	-999	47;208;610;615;730;1015;1112;1297;1452;1544;1547;1848;2344;2453;2655;2660;2986	-999	-999	-999	-999	267772	27.8	19.08	23.44	99.51	92.54	96.03	1	72.15	2	0.08	153.6	174.57	1095.24	1318.69
Primates	Hylobatidae	Hylobates	klossii	Hylobates klossii	3	5850	-999	512.79	-999	-999	-999	-999	3	-999	207.73	1	0.15	0.14	-999	1.01	0.42	-999	-999	-999	16.7	-999	-999	3	-999	2	2	-999	-999	-999	208;610;730;899;1167;1544;1547;1848;2344;2453;2655;2660;2700;2986	-999	-999	-999	-999	6045	-0.91	-3.34	-2.13	100.47	98.58	99.52	43	55.33	43	0.11	340	259	-999	-999
Primates	Hylobatidae	Hylobates	lar	Hylobates lar	3	5630	-999	545	-999	3398.15	-999	-999	4	-999	212.91	-999	0.33	0.32	983.67	1	-999	480	399	-999	6.6	-999	3341.27	3.2	-999	-999	2	721.15	1030	-999	208;526;543;610;730;954;1167;1297;1544;1547;1577;1763;1767;1848;2344;2453;2489;2493;2655;2660;2700;2986	-999	0.67	-999	-999	425652	25.5	1.87	13.68	103.77	95.49	99.63	3	90.44	10	0.08	172.74	229.63	1278.1	1612.26
Primates	Hylobatidae	Hylobates	leucogenys	Hylobates leucogenys	3	7320	-999	545	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	499	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	1547;1848;2655;2660	-999	-999	-999	-999	194573	23.75	18.07	20.91	106.03	99.54	102.78	5	100.25	9.5	0.1	123.41	190.67	1050.88	1289.06
Primates	Hylobatidae	Hylobates	moloch	Hylobates moloch	3	5870	-999	677.53	-999	-999	-999	-999	4	-999	241.36	-999	0.12	0.11	730	1	0.42	-999	-999	-999	6.18	-999	-999	2.15	-999	-999	2	-999	-999	-999	208;610;899;1297;1544;1547;1577;1848;2344;2453;2655;2660;2986	-999	-999	-999	-999	20158	-6.49	-7.52	-7	110.41	106.6	108.51	570	1249.44	570	0.06	211.91	238.25	1601.11	1755.37
Primates	Hylobatidae	Hylobates	muelleri	Hylobates muelleri	3	5930	-999	545	-999	-999	-999	-999	4	-999	206.77	-999	0.27	0.26	1095	1.02	-999	348	-999	-999	10.2	-999	-999	3.2	-999	-999	2	-999	-999	-999	543;610;730;1544;1547;1848;2344;2453;2454;2655;2660;2700	-999	0.63	-999	-999	511224	6.45	-4.18	1.13	119.26	108.83	114.05	1	28.17	3	0.2	266.53	240.08	1679.44	1707.78
Primates	Hylobatidae	Hylobates	pileatus	Hylobates pileatus	3	5600	-999	542.49	-999	-999	-999	-999	5	-999	200.23	1	0.23	0.23	-999	1	-999	432	-999	-999	23.7	4	2138.45	3.25	-999	2	2	631	-999	-999	208;543;610;1015;1167;1544;1547;1848;2344;2453;2655;2660;2700	-999	-999	-999	-999	140831	15.35	10.48	12.92	106.66	100.68	103.67	3	69.09	5	0.09	157.6	259.9	1202.35	1711.54
Primates	Hylobatidae	Hylobates	syndactylus	Hylobates syndactylus	3	10900	-999	824.99	-999	3255.8	-999	-999	4	-999	230.74	-999	0.22	0.22	1003.75	1	-999	456	517	-999	5	-999	3285	3.8	-999	-999	2	631.25	-999	-999	208;526;543;610;730;954;1297;1544;1547;1768;1848;2344;2453;2489;2493;2655;2660;2986	-999	0.66	-999	-999	113063	5.65	-5.36	0.14	104.91	96.52	100.71	7	97.72	16	0.11	226.72	241.68	1676.52	1761.04
Primates	Cebidae	Lagothrix	flavicauda	Lagothrix flavicauda	3	8270	-999	551.4	-999	-999	-999	-999	4	-999	224.99	2	-999	-999	-999	1	-999	-999	-999	-999	6.56	13	1460	9.1	-999	2	1	-999	-999	-999	730;899;905;1297;1544;1547;1848;2151;2344;2371;2463;2655	-999	-999	-999	-999	33169	-6.26	-9.51	-7.89	-76.03	-77.97	-77	4	14.6	5	0.15	127.89	164.83	1191.15	1482.23
Primates	Cebidae	Lagothrix	lagotricha	Lagothrix lagotricha	3	6270	-999	537.21	-999	2766.7	-999	-999	4	-999	223.99	1	2.85	2.79	638.75	1	-999	360	439	-999	10.7	-999	1607.91	33	-999	2	2	310.63	-999	-999	208;543;730;890;905;1297;1544;1547;1577;1848;2145;2151;2251;2344;2371;2463;2488;2489;2493;2655;2660;2986	-999	0.84	-999	-999	3280591	7.25	-14.39	-3.56	-55.15	-78.72	-66.94	0	5.95	0	0.14	192.15	245.71	1431.46	1539.12
Primates	Cercopithecidae	Mandrillus	leucophaeus	Mandrillus leucophaeus	3	14200	-999	699.99	-999	1825	-999	-999	3	-999	179.34	1	-999	-999	513.43	1	0.5	400.8	721	-999	-999	22.5	1553.43	17	-999	1	2	486.66	-999	-999	208;543;899;1297;1544;1547;1848;2344;2489;2493;2655;2660;2986	-999	-999	-999	-999	106294	7.22	3.2	5.21	11.41	7.93	9.67	7	91.24	10	0.1	203.29	242.78	1219.88	1533.71
Primates	Cercopithecidae	Mandrillus	sphinx	Mandrillus sphinx	3	16800	-999	758.94	-999	1460	-999	-999	4	-999	175	2	26.8	-999	521.64	1.02	-999	555.96	613	-999	21.4	30	1840.2	13.9	-999	2	2	345.75	3000	-999	208;543;899;904;1297;1544;1547;1763;1767;1848;2344;2489;2493;2655;2660;2878;2986	-999	0.93	-999	-999	287897	4.49	-6.01	-0.76	13.65	8.69	11.17	1	22.96	1	0.08	161.18	243.83	1259	1505.11
Primates	Lemuridae	Lemur	catta	Lemur catta	2	2640	-999	424.99	-999	866.87	-999	-999	4	-999	134.17	2	0.05	0.1	468.41	1.17	1	360	75.8	-999	215	15	754.46	16.45	-999	2	2	126.1	-999	-999	208;543;730;1015;1046;1048;1167;1261;1297;1544;1546;1547;1848;2041;2151;2344;2428;2489;2493;2655;2660;2986;3086	-999	-999	-999	-999	61779	-20.49	-25.6	-23.05	47.05	43.22	45.14	2	14.7	3	0.2	62.94	229.71	839.07	1636.61
Primates	Callitrichidae	Leontopithecus	caissara	Leontopithecus caissara	3	605	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	2	-999	-999	-999	-999	1544;1547;1629;2151;2655	-999	-999	-999	-999	3822	-25.28	-26.09	-25.68	-48.34	-49.02	-48.68	12	96.53	12	0.04	148.79	164.39	1206.23	1327.56
Primates	Callitrichidae	Leontopithecus	chrysomelas	Leontopithecus chrysomelas	3	574	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	0.25	-999	-999	2.04	-999	-999	-999	-999	8.76	-999	-999	6.7	-999	2	-999	-999	-999	-999	803;1544;1547;1629;2151;2344;2655;2986	-999	-999	-999	-999	33922	-13.99	-16.03	-15.01	-38.91	-40.62	-39.77	12	37.8	13	0.07	153.12	223.99	1385.53	1596.66
Primates	Callitrichidae	Leontopithecus	chrysopygus	Leontopithecus chrysopygus	3	656	-999	-999	-999	-999	-999	-999	4	-999	-999	1	0.84	0.82	-999	-999	-999	-999	-999	-999	-999	-999	-999	3.6	-999	2	2	-999	-999	-999	1544;1629;2151;2226;2344;2655	-999	-999	-999	-999	50005	-20.39	-23.58	-21.99	-47.97	-51.54	-49.76	9	52.2	14	0.09	127.26	218.64	1229.44	1390.24
Primates	Callitrichidae	Leontopithecus	rosalia	Leontopithecus rosalia	3	593	-999	261.71	0	868.7	-999	-999	3	-999	134	1	0.27	0.26	182.5	2	-999	297.6	51.9	107	4.13	-999	757.41	4.5	2	2	2	74.94	165	-999	208;543;730;851;890;905;1125;1297;1544;1547;1611;1628;1629;2151;2344;2489;2493;2655;2660;2986	-999	1.59	-999	-999	22874	-21.2	-22.99	-22.1	-40.95	-43.13	-42.04	39	230.33	39	0.03	128.32	206.5	1231.46	1476.65
Primates	Megaladapidae	Lepilemur	dorsalis	Lepilemur dorsalis	1	509	-999	255	-999	-999	-999	-999	3	-999	-999	1	-999	-999	-999	1.01	-999	-999	-999	-999	-999	-999	-999	1	2	2	1	-999	-999	-999	511;1048;1261;1544;1547;2151;2655	-999	-999	-999	-999	9533	-13.19	-14.38	-13.79	49.07	47.86	48.46	8	23.02	8	0.18	133.28	201.61	1240.42	1623.73
Primates	Megaladapidae	Lepilemur	edwardsi	Lepilemur edwardsi	1	822	-999	-999	-999	-999	-999	-999	5	-999	-999	1	8.37E-03	7.98E-03	-999	-999	-999	-999	-999	-999	69.9	1	-999	1	2	2	2	-999	-999	-999	511;1048;1261;1544;1547;2151;2655;2972;2973	-999	-999	-999	-999	23516	-15.45	-19.17	-17.31	47.58	43.92	45.75	2	9.97	2	0.16	114.2	254.76	963.15	1571.21
Primates	Megaladapidae	Lepilemur	leucopus	Lepilemur leucopus	1	600	-999	-999	-999	-999	-999	-999	2	364.99	136.01	1	2.01E-03	1.82E-03	-999	1	1	103	-999	-999	505	1	555.32	1	2	2	1	121.66	-999	-999	511;1048;1261;1544;1547;2151;2344;2655	-999	-999	-999	-999	22986	-23.51	-25.48	-24.5	46.53	43.65	45.09	7	18.08	8	0.18	56.82	231.13	803.16	1741.51
Primates	Megaladapidae	Lepilemur	microdon	Lepilemur microdon	1	957	-999	324.99	-999	-999	-999	-999	4	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	36.1	1	-999	1	2	2	2	-999	-999	-999	511;1048;1261;1544;2151;2655	-999	-999	-999	-999	52153	-17.8	-25.2	-21.5	49.21	46.56	47.88	6	47.72	8	0.19	183	197.15	1311.1	1556.51
Primates	Megaladapidae	Lepilemur	mustelinus	Lepilemur mustelinus	1	671	-999	-999	-999	677.07	225	693	3	-999	133.54	1	2.76E-03	2.70E-03	-999	1	1	144	27	-999	259	-999	585.48	1	2	2	1	75.72	-999	-999	208;511;543;730;1046;1048;1167;1261;1297;1544;1545;1547;1768;2151;2344;2428;2493;2655;2660;2986	-999	-999	-999	-999	41462	-13.87	-17.84	-15.86	50.48	48.48	49.48	5	27.6	8	0.18	173.61	198.75	1388.45	1668.67
Primates	Megaladapidae	Lepilemur	ruficaudatus	Lepilemur ruficaudatus	1	763	-999	-999	-999	594.95	-999	-999	2	-999	136.01	1	-999	-999	-999	1.02	-999	-999	-999	-999	260	-999	-999	1	2	2	1	118.54	-999	-999	511;1048;1261;1544;1547;2151;2344;2655;2986	-999	-999	-999	-999	35030	-19.6	-23.56	-21.58	45.22	43.22	44.22	2	11.4	3	0.21	57.89	238.61	789.13	1602.55
Primates	Megaladapidae	Lepilemur	septentrionalis	Lepilemur septentrionalis	1	764	-999	280	-999	-999	-999	-999	3	-999	135	1	7.13E-03	6.98E-03	-999	1	1	-999	-999	-999	154	-999	328.99	1	2	2	1	120.19	-999	-999	511;1015;1048;1261;1544;1547;2151;2655	-999	-999	-999	-999	3824	-12.38	-13.34	-12.86	49.82	48.89	49.35	9	19.75	9	0.17	101.31	251.5	1193	1510
Primates	Cercopithecidae	Lophocebus	albigena	Lophocebus albigena	3	7360	-999	517.94	-999	1474.6	-999	-999	3	-999	182.93	1	0.81	0.4	770.15	1	-999	392.4	499	-999	14.9	17.2	2190	16	-999	2	2	210.33	2170	-999	208;543;730;904;1297;1347;1544;1547;1611;1763;1767;1848;1979;2151;2344;2463;2489;2493;2655;2660;2878;2986	-999	0.76	-999	-999	2651747	6.46	-6.26	0.09	33.29	7.92	20.61	0	24.54	1	0.11	144.63	240.89	1383.31	1571.17
Primates	Loridae	Loris	tardigradus	Loris tardigradus	1	249	-999	224.49	-999	547.5	284	128	4	-999	166	1	7.13E-03	6.98E-03	182.5	1	-999	196.8	11	-999	72.8	-999	305.2	1	-999	2	2	166.4	139	-999	208;223;511;543;730;1015;1297;1544;1547;1577;1848;2151;2344;2489;2493;2511;2655;2660;2986	-999	1.59	-999	-999	490103	21.22	5.91	13.57	82.27	72.65	77.46	59	469.09	108	0.07	112.17	263.95	943.85	1626.65
Primates	Cercopithecidae	Macaca	arctoides	Macaca arctoides	3	9400	-999	600	-999	1551.25	-999	-999	1	-999	176.59	-999	-999	-999	544.6	1	-999	360	489	-999	-999	-999	1399.16	-999	-999	-999	1	376.43	2300	-999	208;543;1297;1544;1547;1577;1611;1767;1768;1848;2344;2489;2493;2655;2660	-999	0.91	-999	-999	1236024	28.45	5.87	17.16	114.17	89.98	102.07	1	159.91	6	0.08	164.32	196.31	1129.58	1353.94
Primates	Cercopithecidae	Macaca	assamensis	Macaca assamensis	3	8560	-999	604.99	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	21	-999	-999	-999	-999	-999	-999	1544;1547;1848;1979;2344;2655	-999	-999	-999	-999	1383531	31.08	14.93	23.01	110.95	83.42	97.19	1	100.29	2	0.08	147.56	142.16	1020.56	1260.02
Primates	Cercopithecidae	Macaca	cyclopis	Macaca cyclopis	3	5760	-999	560	-999	-999	-999	-999	-999	-999	161.12	-999	-999	-999	462.33	1	-999	-999	401	-999	-999	-999	1479.16	20.2	-999	-999	-999	203.91	-999	-999	1297;1544;1547;1767;1848;2276;2344;2655	-999	0.99	-999	-999	12815	24.86	22.96	23.91	121.45	120.63	121.04	73	391.32	73	0.04	161.86	129.52	-999	-999
Primates	Cercopithecidae	Macaca	fascicularis	Macaca fascicularis	3	4590	-999	515	-999	1410.72	-999	-999	3	-999	164.69	-999	0.47	-999	398.45	1	1	456	330	-999	50	23.6	1143.07	27	-999	-999	2	282.61	856	-999	208;543;679;730;1297;1347;1544;1547;1577;1763;1767;1848;1979;2151;2344;2489;2493;2655;2660;2915;2986	-999	-999	-999	-999	2197587	18.65	-10.37	4.13	127.3	95.18	111.24	1	161.48	4	0.12	219.05	249.22	1553.06	1719.8
Primates	Cercopithecidae	Macaca	fuscata	Macaca fuscata	3	10100	-999	827.7	-999	1879.75	-999	-999	5	-999	173.1	2	1.46	-999	486.66	1.01	1	396	502	-999	30.2	-999	1304.53	40.65	-999	2	2	263.32	2300	-999	208;543;1015;1297;1544;1547;1611;1763;1767;1848;2142;2338;2344;2489;2493;2655;2660;2986;3064	-999	-999	-999	-999	177386	41.54	30.22	35.88	141.47	129.55	135.51	74	327.86	105	7.76E-03	147.66	102.22	792.57	842.46
Primates	Cercopithecidae	Macaca	maura	Macaca maura	3	7290	-999	660	-999	1825	-999	-999	-999	-999	167.3	-999	-999	-999	669.16	1.01	-999	-999	389	-999	20	-999	-999	-999	-999	-999	-999	493.93	-999	-999	1544;1547;1848;1903;2151;2344;2655;2660;2986	-999	0.82	-999	-999	13649	-4.25	-5.7	-4.98	120.46	119.35	119.9	163	390.54	163	0.02	231.33	237.5	-999	-999
Primates	Cercopithecidae	Macaca	mulatta	Macaca mulatta	3	6450	-999	554.99	-999	1460	2239	6225	1	-999	166.18	-999	6.03	-999	385.5	1	1	432	472	-999	11.1	48.9	1089.04	38.5	-999	-999	1	310.57	1310	-999	208;543;730;1127;1167;1297;1347;1544;1547;1577;1594;1611;1763;1767;1848;1979;2338;2344;2489;2493;2620;2655;2660;2986	-999	-999	-999	-999	6566547	36.45	13.69	25.07	122.13	71.21	96.67	0	241.88	4	0.08	117.36	168.8	902.19	1218.04
Primates	Cercopithecidae	Macaca	nemestrina	Macaca nemestrina	3	7870	-999	490.66	-999	1430.8	-999	-999	4	-999	171	1	1.79	-999	405.07	1	-999	411.6	473	-999	18.9	-999	1069.22	22.6	-999	2	2	270.43	1370	-999	208;543;730;1015;1297;1544;1547;1577;1763;1767;1848;1979;2151;2344;2489;2493;2655;2660;2986;3086	-999	1.05	-999	-999	1770615	27.19	-4.89	11.14	119.26	93.07	106.16	1	95.26	4	0.12	210.62	239.23	1433.5	1635.63
Primates	Cercopithecidae	Macaca	nigra	Macaca nigra	3	7380	-999	549.99	-999	1996.55	-999	-999	1	-999	172.49	-999	-999	-999	540.2	1	-999	216	459	-999	66.7	-999	1741.35	24.75	-999	-999	1	365	-999	-999	208;730;927;1297;1544;1547;1848;2151;2344;2486;2489;2493;2655;2660;2986	-999	0.91	-999	-999	15654	1.75	0.27	1.01	125.24	122.9	124.07	48	153.84	48	0.04	230.16	227.5	-999	-999
Primates	Cercopithecidae	Macaca	ochreata	Macaca ochreata	3	2750	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	15	-999	-999	-999	-999	-999	-999	-999	-999	-999	1544;1547;2151;2655	-999	-999	-999	-999	19034	-3.7	-5.7	-4.7	123.22	121.07	122.15	32	45.52	32	0.06	244.11	237.65	-999	-999
Primates	Cercopithecidae	Macaca	radiata	Macaca radiata	3	5000	-999	475	-999	1460	-999	-999	-999	-999	161.61	-999	0.9	-999	365	1	-999	360	368	-999	8.23	41	1551.25	33.5	-999	-999	-999	331.17	2000	-999	91;208;543;1167;1297;1347;1544;1547;1577;1848;1979;2151;2344;2493;2626;2655;2660;2986	-999	1.11	-999	-999	679816	21.12	8.06	14.59	81.47	72.65	77.06	82	412.85	142	0.08	93.74	264.54	844.93	1589.58
Primates	Cercopithecidae	Macaca	silenus	Macaca silenus	3	6000	-999	547.35	-999	1795.8	-999	-999	4	-999	171.99	3	0.9	0.5	510.39	1	-999	480	418	-999	1.01	25	1633.22	21	-999	2	2	360.57	-999	-999	208;543;899;927;1297;1544;1547;1848;1979;2151;2344;2493;2626;2655;2660;2986	-999	0.94	-999	-999	56995	16.17	10.21	13.19	77.69	74.55	76.12	166	314.12	172	0.06	88.07	253.03	953.01	1571.86
Primates	Cercopithecidae	Macaca	sinica	Macaca sinica	3	4660	-999	479.99	-999	-999	-999	-999	2	-999	181.02	-999	0.41	-999	547.5	1.01	-999	420	-999	-999	30	24.7	1642.5	20.1	-999	-999	1	-999	-999	-999	208;543;730;1297;1347;1544;1547;1768;1848;2151;2338;2344;2493;2655;2660;2986	-999	0.9	-999	-999	66626	9.83	5.91	7.87	81.88	79.69	80.78	68	335.39	74	0.07	141.67	258.11	1536.71	1630.08
Primates	Cercopithecidae	Macaca	sylvanus	Macaca sylvanus	3	11500	-999	549.99	-999	1746.52	-999	-999	6	-999	164.84	2	2.68	-999	431.71	1.02	-999	264	449	-999	12.5	18.3	1320.42	18.3	-999	2	2	208.89	2320	-999	208;543;704;730;765;766;927;1297;1347;1544;1547;1611;1763;1767;1848;1976;1979;2344;2489;2493;2655;2660;2986	-999	1.02	-999	-999	95331	36.92	31.5	34.21	5.67	-6.93	-0.62	11	155.56	21	0.09	45.93	147.84	453.11	1163.53
Primates	Cercopithecidae	Macaca	thibetana	Macaca thibetana	3	10600	-999	600	-999	-999	-999	-999	-999	-999	169.07	-999	-999	-999	730	1	-999	-999	500	-999	-999	-999	-999	21	-999	-999	-999	448.85	2410	-999	927;1297;1544;1547;1766;1767;1848;2344;2655	-999	0.78	-999	-999	1232955	33.04	23.72	28.38	121.07	97.51	109.29	3	256.6	5	0.06	119.8	129.61	961.24	1031.02
Primates	Cercopithecidae	Macaca	tonkeana	Macaca tonkeana	3	10100	-999	600	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	10	-999	-999	-999	-999	-999	-999	-999	-999	-999	1544;1547;1848;2151;2655	-999	-999	-999	-999	82933	1.35	-3.57	-1.1	123.45	118.75	121.1	17	51.44	17	0.1	222.91	204.36	1813.47	1916.92
Primates	Cheirogaleidae	Microcebus	coquereli	Microcebus coquereli	1	328	-999	231.84	-999	532.9	-999	-999	4	-999	88.61	1	0.03	0.03	365	1.86	-999	183.6	12.9	-999	109	4.5	298.08	1	4	2	2	136	-999	-999	511;543;730;1046;1048;1261;1297;1544;1547;1848;2041;2151;2344;2428;2493;2511;2655;2660;2705;2986	-999	1.11	-999	-999	58762	-13.25	-23.43	-18.34	49.05	43.76	46.41	2	10.05	3	0.19	92.48	238.89	937.06	1597.7
Primates	Cheirogaleidae	Microcebus	murinus	Microcebus murinus	1	66.6	-999	137.5	-999	380.2	125.84	101.05	5	-999	60.34	1	0.01	0.01	365	2	-999	186	4.79	43.08	461	3.5	348.41	1	-999	2	2	39.83	-999	-999	208;511;543;730;1015;1046;1048;1167;1261;1297;1544;1545;1547;1611;1848;2041;2151;2256;2344;2428;2489;2493;2511;2560;2655;2660;2986	-999	1.11	-999	-999	128599	-12.33	-25.58	-18.95	49.6	43.22	46.41	2	12.01	3	0.19	85.12	240.86	897.1	1624.72
Primates	Cheirogaleidae	Microcebus	rufus	Microcebus rufus	1	48.5	-999	143.61	-999	-999	-999	-999	5	-999	60	1	0.01	0.01	-999	2.52	-999	144	6.5	-999	168	3.25	-999	1	-999	2	2	40	-999	-999	543;1046;1048;1261;1297;1544;1547;1848;2151;2344;2511;2655	-999	-999	-999	-999	105087	-13.46	-25.19	-19.32	50.46	46.58	48.52	5	37.74	8	0.18	171.44	199.61	1319.63	1595.19
Primates	Cercopithecidae	Miopithecus	talapoin	Miopithecus talapoin	3	1250	-999	355	-999	1598.7	-999	-999	3	-999	164.49	1	0.81	0.83	365	1	-999	370.8	180	-999	42.1	66.5	1484.15	91.2	-999	2	2	177.81	417	-999	208;543;730;904;1297;1347;1544;1547;1611;1763;1767;1848;2344;2463;2489;2493;2655;2660;2986	-999	1.11	-999	-999	258766	-3	-12.37	-7.68	17.75	12.27	15.01	5	46.31	5	0.21	104.31	231.71	1091.55	1516.99
Primates	Cercopithecidae	Nasalis	concolor	Nasalis concolor	3	7390	-999	499.99	-999	-999	-999	-999	3	-999	-999	2	0.1	0.09	-999	1.02	-999	-999	-999	-999	10.9	-999	-999	2.75	-999	2	1	-999	-999	-999	741;899;1544;1547;1848;2344;2655	-999	-999	-999	-999	6045	-0.91	-3.34	-2.13	100.47	98.58	99.52	43	55.33	43	0.11	340	259	-999	-999
Primates	Cercopithecidae	Nasalis	larvatus	Nasalis larvatus	3	12300	-999	647.49	-999	1642.5	-999	-999	4	-999	165.1	2	1.42	-999	547.5	1	-999	252	450	-999	9	14.5	1642.5	11.25	-999	2	1	210.37	2000	-999	208;543;730;741;899;1297;1347;1544;1547;1577;1767;1768;1848;2151;2344;2493;2655;2660;2986;3101	-999	0.9	-999	-999	574820	7.03	-4.18	1.42	119.26	108.83	114.05	2	29.73	4	0.18	257.08	250.21	1684.01	1720.98
Primates	Loridae	Nycticebus	coucang	Nycticebus coucang	1	971	-999	299.99	-999	932.57	240	960	6	-999	191.15	1	-999	-999	365	1	-999	318	50.7	-999	20	-999	578.9	1	-999	2	2	180.04	520	-999	208;223;511;543;732;1297;1544;1547;1822;1848;2344;2493;2511;2655;2660;2986	-999	1.11	-999	-999	3446181	27.17	-8.78	9.19	120.25	88.33	104.29	1	153.08	5	0.11	195.93	239.67	1328.15	1582.13
Primates	Loridae	Nycticebus	pygmaeus	Nycticebus pygmaeus	-999	344	-999	-999	-999	-999	-999	-999	-999	-999	185.48	-999	-999	-999	-999	1.75	-999	-999	20	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	223;1544;1547;2344;2511;2655	-999	-999	-999	-999	262117	23.44	10.43	16.94	109.46	102.79	106.12	2	220.98	12	0.11	149.9	210.9	1172.49	1359.8
Primates	Galagonidae	Otolemur	crassicaudatus	Otolemur crassicaudatus	1	1250	-999	307	-999	799.35	457.15	977	5	-999	131.04	-999	0.06	0.06	365	1.42	-999	225.6	46.7	-999	88.5	-999	512.93	3.5	-999	-999	2	130.27	500	-999	208;223;543;730;732;868;1297;1544;1547;1822;1848;2344;2493;2655;2660;2986	-999	1.11	-999	-999	4857986	1.05	-30.48	-14.71	40.84	12.18	26.51	0	31.23	2	0.18	87.85	218.93	916.18	1470.84
Primates	Galagonidae	Otolemur	garnettii	Otolemur garnettii	-999	814	-999	-999	-999	576.7	-999	-999	3	-999	132.24	-999	0.12	0.11	215.95	1.01	-999	204	49.3	-999	38	-999	517.08	1	-999	-999	2	138.3	-999	-999	223;543;1544;1547;1768;1848;2344;2489;2493;2655	-999	1.46	-999	-999	781284	2.51	-11.74	-4.61	45.25	33.08	39.17	1	50.93	3	0.15	67.92	235.97	868.67	1602.36
